,molecule_chembl_id,canonical_smiles,mo_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50,standard_value,Max Phase,approve_class
3756,CHEMBL3898165,Cn1c(=O)n([C@H]2C[C@@H](O)C2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,intermediate,473.577,3.5107,1,8,5.588380294,2580,0,non-approve
3757,CHEMBL4111966,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)cn1,active,461.566,3.6322,0,8,6.146301788,714,0,non-approve
3758,CHEMBL3890490,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCCOC2)c(=O)n4C)cn1,intermediate,461.566,3.6322,0,8,5.832682665,1470,0,non-approve
3759,CHEMBL3958682,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,intermediate,479.556,3.7697,0,8,5.4225082,3780,0,non-approve
3760,CHEMBL3898577,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,inactive,497.546,3.9088,0,8,4.863279433,13700,0,non-approve
3761,CHEMBL3935033,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCCOC2)c(=O)n4C)c(F)n1,active,479.556,3.7713,0,8,6.276544328,529,0,non-approve
3762,CHEMBL3927821,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)c(F)n1,active,479.556,3.7713,0,8,6.098541679,797,0,non-approve
3763,CHEMBL4109764,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)c(F)n1,intermediate,479.556,3.7713,0,8,5.863279433,1370,0,non-approve
3764,CHEMBL3890119,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)c(F)cc3ncc21,inactive,505.594,4.3055,0,8,4.739928612,18200,0,non-approve
3765,CHEMBL4114060,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)c(F)cc3ncc21,intermediate,505.594,4.3055,0,8,5.025488307,9430,0,non-approve
3766,CHEMBL4112870,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,intermediate,475.593,4.0207,0,8,5.924453039,1190,0,non-approve
3767,CHEMBL3923182,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,475.593,4.0207,0,8,6.443697499,360,0,non-approve
3768,CHEMBL3895211,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,inactive,505.594,4.3039,0,8,4.756961951,17500,0,non-approve
3769,CHEMBL3936943,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,intermediate,487.604,4.1648,0,8,5.557520231,2770,0,non-approve
3770,CHEMBL3947316,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,active,487.604,4.1664,0,8,6.218244625,605,0,non-approve
3771,CHEMBL3963290,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,intermediate,487.604,4.1664,0,8,5.804100348,1570,0,non-approve
3772,CHEMBL3932205,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,inactive,501.631,4.5565,0,8,4.709965389,19500,0,non-approve
3773,CHEMBL4112039,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,intermediate,501.631,4.5565,0,8,5.214670165,6100,0,non-approve
3774,CHEMBL3960323,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,intermediate,501.631,4.5549,0,8,5.542118103,2870,0,non-approve
3775,CHEMBL4109786,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCC5)nc4)ccc3ncc21,active,473.577,3.7763,0,8,6.296708622,505,0,non-approve
3776,CHEMBL3955034,CO[C@H]1C[C@@H](n2c(=O)[nH]c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,active,473.577,4.1544,1,7,6.237321436,579,0,non-approve
3777,CHEMBL3972478,O=c1[nH]c2cnc3ccc(-c4ccc(OCCCN5CCCCC5)nc4)cc3c2n1C1CCOCC1,inactive,487.604,4.5461,1,7,4.974694135,10600,0,non-approve
3778,CHEMBL3946340,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,inactive,501.631,4.5565,0,8,4.906578315,12400,0,non-approve
3779,CHEMBL3979811,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCC6)nc5)cc4c32)C1,intermediate,473.577,3.7747,0,8,5.649751982,2240,0,non-approve
3780,CHEMBL3912416,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCC5)nc4)ccc3ncc21,intermediate,473.577,3.7763,0,8,5.896196279,1270,0,non-approve
3781,CHEMBL3984782,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,active,447.539,3.29,1,8,6.718966633,191,0,non-approve
3782,CHEMBL3890358,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCCOC2)c(=O)n4C)cn1,active,447.539,3.29,1,8,6.403402904,395,0,non-approve
3783,CHEMBL3954517,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2C[C@@H](OC)C2)c(=O)n4C)cn1,active,447.539,3.2884,1,8,6.669586227,214,0,non-approve
3784,CHEMBL4114155,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)cn1,active,447.539,3.29,1,8,6.581698709,262,0,non-approve
3785,CHEMBL4110389,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCOC2)c(=O)n4C)cn1,intermediate,447.539,3.2421,0,8,5.625251654,2370,0,non-approve
3786,CHEMBL3932222,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCOC2)c(=O)n4C)cn1,intermediate,447.539,3.2421,0,8,5.924453039,1190,0,non-approve
3787,CHEMBL3972724,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,inactive,519.621,4.6956,0,8,4.522878745,30000,0,non-approve
3788,CHEMBL3891448,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3CCCOC3)c(=O)n2C)c(F)n1,inactive,497.546,3.9104,0,8,4.638272164,23000,0,non-approve
3789,CHEMBL3955067,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCOC2)c(=O)n4C)c(F)n1,intermediate,465.529,3.3812,0,8,5.424812155,3760,0,non-approve
3790,CHEMBL4108353,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCOC2)c(=O)n4C)c(F)n1,intermediate,465.529,3.3812,0,8,5.348721986,4480,0,non-approve
3791,CHEMBL3974856,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCC2)c(=O)n4C)c(F)n1,intermediate,449.53,4.1448,0,7,5.269217724,5380,0,non-approve
3792,CHEMBL3932835,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2COC2)c(=O)n4C)c(F)n1,inactive,451.502,2.9911,0,8,4.91721463,12100,0,non-approve
3793,CHEMBL3946515,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,inactive,519.621,4.6956,0,8,4.53313238,29300,0,non-approve
3794,CHEMBL4110616,Cn1c(=O)n([C@@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,intermediate,487.604,4.1664,0,8,5.090443971,8120,0,non-approve
3795,CHEMBL3964241,Cn1c(=O)n([C@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,intermediate,487.604,4.1664,0,8,5.4710833,3380,0,non-approve
3796,CHEMBL3899194,Cn1c(=O)n(C2COC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,inactive,473.577,3.7763,0,8,4.906578315,12400,0,non-approve
3797,CHEMBL3970378,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,intermediate,471.605,4.93,0,7,5.238824187,5770,0,non-approve
3798,CHEMBL3890876,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,intermediate,457.578,4.5399,0,7,5.137272472,7290,0,non-approve
3799,CHEMBL4110135,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,active,487.604,4.1664,0,8,6.214670165,610,0,non-approve
3800,CHEMBL4114446,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,inactive,493.583,4.1598,0,8,4.522878745,30000,0,non-approve
3801,CHEMBL3929864,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,inactive,493.583,4.1598,0,8,4.966576245,10800,0,non-approve
3802,CHEMBL4115552,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(NCCCN6CCCCC6)nc5)cc4c32)C1,inactive,514.674,4.9781,1,8,4.920818754,12000,0,non-approve
3803,CHEMBL3952396,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(NCCCN6CCCCC6)nc5)cc4c32)C1,intermediate,514.674,4.9781,1,8,5.197910742,6340,0,non-approve
3804,CHEMBL3904625,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,intermediate,501.631,4.5549,0,8,5.478861916,3320,0,non-approve
3805,CHEMBL4108514,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,active,501.631,4.5549,0,8,6.001740662,996,0,non-approve
3806,CHEMBL4115047,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,intermediate,493.583,4.1598,0,8,5.49757288,3180,0,non-approve
3807,CHEMBL4110808,CO[C@H]1CC[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,inactive,493.583,4.1598,0,8,4.522878745,30000,0,non-approve
3808,CHEMBL3923162,CO[C@@H]1CC[C@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,inactive,493.583,4.1598,0,8,4.818156412,15200,0,non-approve
3809,CHEMBL3938266,COc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCNCC2)c(=O)n4C)cn1,active,389.459,2.8833,1,7,6.625251654,237,0,non-approve
3810,CHEMBL3967825,COC(=O)N1CCC(n2c(=O)n(C)c3cnc4ccc(-c5ccc(OC)nc5)cc4c32)CC1,active,447.495,3.3621,0,8,7.137272472,72.9,0,non-approve
3811,CHEMBL3946658,COc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCN(C(C)=O)CC2)c(=O)n4C)cn1,active,431.496,3.1422,0,7,6.946921557,113,0,non-approve
3812,CHEMBL3915261,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cnn(CCCO)c4)ccc3ncc21,intermediate,407.474,2.4856,1,8,5.63638802,2310,0,non-approve
3813,CHEMBL3937842,Cn1c(=O)n(C2CNC2)c2c3cc(-c4cnc5[nH]ccc5c4)ccc3ncc21,active,370.416,2.5758,2,6,6.752026734,177,0,non-approve
3814,CHEMBL3914044,Cn1c(=O)n(C2CC2)c2c3cc(-c4cnc5[nH]ccc5c4)ccc3ncc21,active,355.401,3.7664,1,5,7.809668302,15.5,0,non-approve
3815,CHEMBL3968419,Cn1c(=O)n(C2CC2)c2c3cc(-c4cnc(N)nc4)ccc3ncc21,active,332.367,2.2623,1,7,6.542118103,287,0,non-approve
3816,CHEMBL3935310,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cnc(N)nc4)ccc3ncc21,active,376.42,2.2789,1,8,7.382999659,41.4,0,non-approve
3817,CHEMBL3970131,COc1ncc(-c2ccc3ncc4c(c3c2)n(C2CC2)c(=O)n4C)cc1NS(=O)(=O)C1CC1,active,465.535,3.1978,1,8,7.328827157,46.9,0,non-approve
3818,CHEMBL3944878,CC(C)(c1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21)S(C)(=O)=O,active,428.514,2.5022,1,7,6.835647144,146,0,non-approve
3819,CHEMBL3913428,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)CCOCC1,intermediate,470.551,2.2728,1,8,5.565431096,2720,0,non-approve
3820,CHEMBL3921669,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCOCC1,intermediate,470.551,2.2728,1,8,5.730487056,1860,0,non-approve
3821,CHEMBL3946028,CC(C)(c1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21)S(=O)(=O)C1CC1,active,454.552,3.0348,1,7,6.562249437,274,0,non-approve
3822,CHEMBL3909202,O=S(=O)(Cc1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21)C(F)(F)F,active,454.43,2.6571,1,7,6.71219827,194,0,non-approve
3823,CHEMBL3937117,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CC1,active,426.498,2.2562,1,7,6.253365801,558,0,non-approve
3824,CHEMBL3900163,CS(=O)(=O)Cc1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21,intermediate,400.46,1.7671,1,7,5.790484985,1620,0,non-approve
3825,CHEMBL3931669,CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OCC1COCCN21,active,458.544,1.7345,1,10,6.230622674,588,0,non-approve
3826,CHEMBL3894733,CS(=O)(=O)C1(c2nc(-c3cncc4[nH]ccc34)nc3c2OCC2COCCN32)CCOCC1,intermediate,471.539,1.6678,1,9,5.485452247,3270,0,non-approve
3827,CHEMBL4112871,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@H]2COCCN32)CCOCC1,inactive,470.551,2.2728,1,8,5,10000,0,non-approve
3828,CHEMBL3985847,CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,active,458.544,1.7345,1,10,6.218963061,604,0,non-approve
3829,CHEMBL3912605,CNc1nc2ccccc2n1-c1nc2c(c(C3(S(C)(=O)=O)CCOCC3)n1)OCC1COCCN21,inactive,500.581,1.5051,1,11,5,10000,0,non-approve
3830,CHEMBL3944360,CS(=O)(=O)C1(c2nc(-c3c(F)ccc4[nH]ccc34)nc3c2OCC2COCCN32)CCOCC1,inactive,488.541,2.4119,1,8,5,10000,0,non-approve
3831,CHEMBL3916419,CC(C)(c1nc(-c2c(F)ccc3[nH]ccc23)nc2c1OCC1COCCN21)S(C)(=O)=O,intermediate,446.504,2.6413,1,7,5.659555885,2190,0,non-approve
3832,CHEMBL4114931,CC(C)(c1nc(-c2cccc3[nH]ccc23)nc2c1OC[C@H]1COCCN21)S(C)(=O)=O,active,428.514,2.5022,1,7,6.07007044,851,0,non-approve
3833,CHEMBL3928856,CC(C)(c1nc(-c2ccnc3[nH]ccc23)nc2c1OCC1COCCN21)S(C)(=O)=O,active,429.502,1.8972,1,8,6.069560405,852,0,non-approve
3834,CHEMBL3929932,CS(=O)(=O)C1(c2nc(-c3cc(F)cc4[nH]ccc34)nc3c2OCC2COCCN32)CCOCC1,intermediate,488.541,2.4119,1,8,5.581698709,2620,0,non-approve
3835,CHEMBL3901984,CS(=O)(=O)C1(c2nc(-c3ccnc4[nH]ccc34)nc3c2OCC2COCCN32)CCOCC1,inactive,471.539,1.6678,1,9,5,10000,0,non-approve
3836,CHEMBL3938953,COc1cc(-c2nc3c(c(C4(S(C)(=O)=O)CCOCC4)n2)OCC2COCCN32)c2cc[nH]c2c1,intermediate,500.577,2.2814,1,9,5.754487332,1760,0,non-approve
3837,CHEMBL3907457,Cc1cc2c(-c3nc4c(c(C5(S(C)(=O)=O)CCOCC5)n3)OCC3COCCN43)cccc2[nH]1,intermediate,484.578,2.58122,1,8,5.739928612,1820,0,non-approve
3838,CHEMBL4110853,CC(C)(c1nc(-c2cccc3[nH]ncc23)nc2c1OC[C@H]1COCCN21)S(C)(=O)=O,intermediate,429.502,1.8972,1,8,5.253365801,5580,0,non-approve
3839,CHEMBL4111283,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC[C@@H]2COCCN32)CCOCC1,inactive,484.578,2.6629,1,8,5,10000,0,non-approve
3840,CHEMBL3941839,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC[C@H]2COCCN32)CCOCC1,inactive,484.578,2.6629,1,8,5,10000,0,non-approve
3841,CHEMBL3913852,CC(C)(c1nc(-c2cccc3[nH]ccc23)nc2c1OCC[C@H]1COCCN21)S(C)(=O)=O,intermediate,442.541,2.8923,1,7,5.777283529,1670,0,non-approve
3842,CHEMBL4107036,CC(C)(c1nc(-c2cccc3[nH]ccc23)nc2c1OCC[C@@H]1COCCN21)S(C)(=O)=O,active,442.541,2.8923,1,7,6.235077015,582,0,non-approve
3843,CHEMBL4110591,CC(C)(c1nc(-c2c(F)ccc3[nH]ccc23)nc2c1OC[C@H]1COCCN21)S(C)(=O)=O,inactive,446.504,2.6413,1,7,5,10000,0,non-approve
3844,CHEMBL3927430,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)CC1,active,426.498,2.2562,1,7,6.259637311,550,0,non-approve
3845,CHEMBL3899388,CS(=O)(=O)C1(c2nc(-c3cc(F)cc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCOCC1,active,488.541,2.4119,1,8,6.105130343,785,0,non-approve
3846,CHEMBL3936379,COc1cc(-c2nc3c(c(C4(S(C)(=O)=O)CCOCC4)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,active,500.577,2.2814,1,9,6.361510743,435,0,non-approve
3847,CHEMBL3904861,CS(=O)(=O)C1(c2nc(-c3ccnc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCOCC1,intermediate,471.539,1.6678,1,9,5.329754147,4680,0,non-approve
3848,CHEMBL3908347,CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OCCC1COCCN21,active,472.571,2.1246,1,10,6.232102384,586,0,non-approve
3849,CHEMBL3978765,CNc1nc2ccccc2n1-c1nc2c(c(C3(S(C)(=O)=O)CCOCC3)n1)OCCC1COCCN21,intermediate,514.608,1.8952,1,11,5.510041521,3090,0,non-approve
3850,CHEMBL3941268,CS(=O)(=O)C1(c2nc(-c3cc(F)cc4[nH]ccc34)nc3c2OCCC2COCCN32)CCOCC1,intermediate,502.568,2.802,1,8,5.714442691,1930,0,non-approve
3851,CHEMBL3936804,COc1cc(-c2nc3c(c(C4(S(C)(=O)=O)CCOCC4)n2)OCCC2COCCN32)c2cc[nH]c2c1,active,514.604,2.6715,1,9,6.092588639,808,0,non-approve
3852,CHEMBL3928755,CS(=O)(=O)Nc1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21,intermediate,401.448,1.594,2,7,5.628932138,2350,0,non-approve
3853,CHEMBL3956323,CN1CCC(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)(S(C)(=O)=O)CC1,inactive,483.594,2.188,1,8,5,10000,0,non-approve
3854,CHEMBL3919855,COc1ccc(-c2nc3c(c(C4(S(C)(=O)=O)CCOCC4)n2)OCC2COCCN32)c2cc[nH]c12,intermediate,500.577,2.2814,1,9,5.356547324,4400,0,non-approve
3855,CHEMBL3951056,CC(C)(O)c1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21,active,366.421,2.4499,2,6,6.560667306,275,0,non-approve
3856,CHEMBL3914324,CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)O)n1)OCC1COCCN21,intermediate,396.451,1.6822,2,9,5.906578315,1240,0,non-approve
3857,CHEMBL3942322,CC(C)(C#N)c1nc(-c2cccc3[nH]ccc23)nc2c1OCC1COCCN21,active,375.432,3.02368,1,6,6.554395797,279,0,non-approve
3858,CHEMBL3907738,CC1(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)CCCS1(=O)=O,active,440.525,2.6463,1,7,6.419075024,381,0,non-approve
3859,CHEMBL3932194,c1cc(-c2nc(-c3cccc4[nH]ccc34)c3c(n2)N2CCOCC2CO3)c2cc[nH]c2c1,active,423.476,4.3708,2,5,6.385102784,412,0,non-approve
3860,CHEMBL3933962,CS(=O)(=O)c1cccc(-c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)c1,inactive,462.531,3.293,1,7,5,10000,0,non-approve
3861,CHEMBL3909601,CC(C)(O)c1nc(-c2cccc3[nH]ccc23)nc2c1OC[C@@H]1COCCN21,active,366.421,2.4499,2,6,7.356547324,44,0,non-approve
3862,CHEMBL3925064,CC(C)(O)c1nc(-c2cc(F)cc3[nH]ccc23)nc2c1OC[C@@H]1COCCN21,active,384.411,2.589,2,6,7.27572413,53,0,non-approve
3863,CHEMBL3897015,COc1cc(-c2nc3c(c(C(C)(C)O)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,active,396.447,2.4585,2,7,7.420216403,38,0,non-approve
3864,CHEMBL3919612,CC(C)(c1nc(-c2cccc3[nH]ccc23)nc2c1OC[C@@H]1COCCN21)S(=O)(=O)C1CC1,active,454.552,3.0348,1,7,6.642065153,228,0,non-approve
3865,CHEMBL4106998,CNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OCC[C@@H]1COCCN21,intermediate,472.571,2.1246,1,10,5.180456064,6600,0,non-approve
3866,CHEMBL3944712,CC(C)Nc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,active,486.598,2.5131,1,10,6.598599459,252,0,non-approve
3867,CHEMBL3951757,CCNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,active,472.571,2.1246,1,10,6.296708622,505,0,non-approve
3868,CHEMBL3969134,CCCNc1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,active,486.598,2.5147,1,10,6.03574037,921,0,non-approve
3869,CHEMBL3943001,CNc1nc2ccccc2n1-c1nc2c(c(C3(S(C)(=O)=O)CC3)n1)OC[C@@H]1COCCN21,active,456.528,1.4885,1,10,6.068542129,854,0,non-approve
3870,CHEMBL3968531,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCC1,active,440.525,2.6463,1,7,6.821023053,151,0,non-approve
3871,CHEMBL3897391,CCOC(=O)N1CCC(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)(S(C)(=O)=O)CC1,intermediate,541.63,2.7147,1,9,5.681936665,2080,0,non-approve
3872,CHEMBL3973834,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCNCC1,active,469.567,1.8458,2,8,6.473660723,336,0,non-approve
3873,CHEMBL4110558,CC(C)(c1nc(-[n+]2c(N)[nH]c3ccccc32)nc2c1OC[C@@H]1COCCN21)S(C)(=O)=O,active,445.525,0.6941,2,8,6.645891561,226,0,non-approve
3874,CHEMBL3912026,CC(C)(c1nc(-c2cc(F)cc3[nH]ccc23)nc2c1OC[C@@H]1COCCN21)S(C)(=O)=O,active,446.504,2.6413,1,7,7.003050752,99.3,0,non-approve
3875,CHEMBL3940004,COc1cc(-c2nc3c(c(C(C)(C)S(C)(=O)=O)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,active,458.54,2.5108,1,8,7.343901798,45.3,0,non-approve
3876,CHEMBL4114341,CC(C)(c1nc(-[n+]2c(N3CCOCC3)[nH]c3ccccc32)nc2c1OC[C@@H]1COCCN21)S(C)(=O)=O,inactive,515.616,0.9485,1,9,5,10000,0,non-approve
3877,CHEMBL3948778,CS(=O)(=O)C1(c2nc(-c3cc(F)cc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CC1,active,444.488,2.3953,1,7,6.818156412,152,0,non-approve
3878,CHEMBL3931062,COc1cc(-c2nc3c(c(C4(S(C)(=O)=O)CC4)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,active,456.524,2.2648,1,8,7.031517051,93,0,non-approve
3879,CHEMBL3958563,CS(=O)(=O)C1(c2nc(-c3ccc(F)c4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCC1,inactive,458.515,2.7854,1,7,5,10000,0,non-approve
3880,CHEMBL3907358,CS(=O)(=O)C1(c2nc(-c3cc(F)cc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCC1,inactive,458.515,2.7854,1,7,5,10000,0,non-approve
3881,CHEMBL3934434,COc1cc(-c2nc3c(c(C4(S(C)(=O)=O)CCC4)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,active,470.551,2.6549,1,8,7.327902142,47,0,non-approve
3882,CHEMBL3968026,CN(C)c1nc2ccccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,inactive,472.571,1.7588,0,10,5,10000,0,non-approve
3883,CHEMBL3983971,CNc1nc2cc(Cl)ccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,active,492.989,2.3879,1,10,6.300162274,501,0,non-approve
3884,CHEMBL3957443,CNc1nc2ccc(Cl)cc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,intermediate,492.989,2.3879,1,10,5.255707017,5550,0,non-approve
3885,CHEMBL3973389,CNc1nc2cc(F)ccc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,intermediate,476.534,1.8736,1,10,5.798602876,1590,0,non-approve
3886,CHEMBL3950397,CNc1nc2ccc(F)cc2n1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COCCN21,intermediate,476.534,1.8736,1,10,5.607303047,2470,0,non-approve
3887,CHEMBL3943875,CNc1nc2cc(Cl)ccc2n1-c1nc2c(c(C3(S(C)(=O)=O)CC3)n1)OC[C@@H]1COCCN21,intermediate,490.973,2.1419,1,10,5.467245621,3410,0,non-approve
