,molecule_chembl_id,canonical_smiles,mo_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50,standard_value,Max Phase,approve_class
0,CHEMBL269775,CC(CN1CCCCC1)OC(=O)[C@@H]1CCCN1C(=O)C(=O)C(C)(C)C,inactive,352.475,2.0102,0,5,5,10000,0,non-approve
1,CHEMBL6683,CC(CN1CCCCC1)OC(=O)[C@@H]1CCCN1C(=O)C(=O)c1ccccc1,inactive,372.465,2.2779,0,5,5,10000,0,non-approve
2,CHEMBL7237,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,inactive,346.427,2.1636,0,5,5,10000,0,non-approve
3,CHEMBL269732,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,active,804.031,4.639,3,12,8.500038134,3.162,4,approve
4,CHEMBL266660,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1,inactive,395.477,1.6097,0,6,5,10000,0,non-approve
5,CHEMBL269154,O=C(C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1)c1ccccc1,inactive,366.417,2.4313,0,5,5,10000,0,non-approve
6,CHEMBL266941,CC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1,inactive,395.477,1.6097,0,6,5,10000,0,non-approve
7,CHEMBL413,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,active,914.187,6.1806,3,13,8.460046158,3.467,4,approve
8,CHEMBL6833,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OC(C)CN1CCCCC1,inactive,352.475,2.0102,0,5,5,10000,0,non-approve
9,CHEMBL6449,CC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,inactive,346.427,2.1636,0,5,5,10000,0,non-approve
10,CHEMBL6809,O=C(C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1)c1ccccc1,inactive,415.467,1.8774,0,6,5,10000,0,non-approve
11,CHEMBL6367,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,inactive,360.454,2.5537,0,5,4.680000027,20892.96,0,non-approve
12,CHEMBL435507,CC1CN(c2cc(=O)c3ccc4ccccc4c3o2)CCO1,intermediate,295.338,3.1713,0,4,5.318758763,4800,0,non-approve
13,CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,intermediate,307.349,3.2966,0,4,5.602059991,2500,0,non-approve
14,CHEMBL104468,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,intermediate,281.311,2.7828,0,4,5.193820026,6400,0,non-approve
15,CHEMBL179242,O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12,intermediate,281.315,1.6843,0,5,5.27572413,5300,0,non-approve
16,CHEMBL188678,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,intermediate,413.498,5.6645,0,5,5.769551079,1700,0,non-approve
17,CHEMBL411735,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)C2C[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](C(C)C[C@@H]3CC[C@@H](CC(=O)Nc4ccc(CCCC(=O)OC)cc4)C(OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,active,1021.343,8.1623,3,13,8.838631998,1.45,0,non-approve
18,CHEMBL265123,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)C2C[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](C(C)C[C@@H]3CC[C@@H](CC(=O)Nc4ccc(CCCC(=O)O)cc4)C(OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,active,1007.316,8.0739,4,12,8.725842151,1.88,0,non-approve
19,CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,active,428.437,2.5364,0,8,7.397940009,40,0,non-approve
20,CHEMBL371029,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)N[C@H](CCc2ccccc2)C(=O)NCC(=O)N(C)CC(=O)O[C@H]1C,active,672.776,0.4829,3,10,8.017728767,9.6,0,non-approve
21,CHEMBL269553,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)OC([C@H](C)C[C@@H]2CC[C@@H](OC(=O)N(C)OC)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,active,1001.265,6.8181,2,15,8.236572006,5.8,0,non-approve
22,CHEMBL439319,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3ncnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,active,966.227,6.0475,2,16,8.318758763,4.8,0,non-approve
23,CHEMBL219410,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,active,966.227,6.0475,2,16,8.48148606,3.3,3,non-approve
24,CHEMBL404630,Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl,inactive,389.839,3.3035,3,7,4.698970004,20000,0,non-approve
25,CHEMBL272197,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CC,inactive,503.592,2.5942,2,9,4.853871964,14000,0,non-approve
26,CHEMBL270039,COC[C@H]1OC(=O)/C(=C/N2CCCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,515.603,2.7383,2,9,5.744727495,1800,0,non-approve
27,CHEMBL260313,COC[C@H]1OC(=O)/C(=C/N2CCC(=O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,529.586,1.9173,2,10,6.017728767,960,0,non-approve
28,CHEMBL411950,COC[C@H]1OC(=O)/C(=C/N2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,517.575,1.5846,2,10,6.080398976,831,0,non-approve
29,CHEMBL405230,COC[C@H]1OC(=O)/C(=C/N2CCC(N3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,598.737,3.2027,2,10,6.245651664,568,0,non-approve
30,CHEMBL410071,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,559.612,2.049,3,10,6.085128182,822,0,non-approve
31,CHEMBL273038,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)OC)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,573.639,2.1374,2,11,5.772113295,1690,0,non-approve
32,CHEMBL270553,COC[C@H]1OC(=O)/C(=C/N2CCC(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,591.701,4.132,2,9,5.610833916,2450,0,non-approve
33,CHEMBL408074,COC[C@H]1OC(=O)/C(=C/N2CCN(CCCN3CCOCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,643.778,1.5923,2,12,5.920818754,1200,0,non-approve
34,CHEMBL271982,COC[C@H]1OC(=O)/C(=C/N2CCN(CCN3CCOCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,629.751,1.2022,2,12,6.208309351,619,0,non-approve
35,CHEMBL271780,COC[C@H]1OC(=O)/C(=C/N2CCN(CCCN(C)C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,601.741,1.8217,2,11,6.603800653,249,0,non-approve
36,CHEMBL410637,COC[C@H]1OC(=O)/C(=C/N2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,530.618,1.4998,2,10,6.081445469,829,0,non-approve
37,CHEMBL271184,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,592.689,3.0746,2,10,6.159893906,692,0,non-approve
38,CHEMBL406237,COC[C@H]1OC(=O)/C(=C/N2CCN(Cc3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,606.716,3.0702,2,10,6.050609993,890,0,non-approve
39,CHEMBL271544,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,598.737,3.2027,2,10,6.086186148,820,0,non-approve
40,CHEMBL271430,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCN(C)CC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,613.752,1.9642,2,11,6.017276612,961,0,non-approve
41,CHEMBL405157,COC[C@H]1OC(=O)/C(=C/N(CCC#N)Cc2ccccc2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,590.673,3.66828,2,10,5.772113295,1690,0,non-approve
42,CHEMBL409620,COC[C@H]1OC(=O)/C(=C/N(C)CC(O)CO)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,535.59,0.5374,4,11,5.728158393,1870,0,non-approve
43,CHEMBL412076,COC[C@H]1OC(=O)/C(=C/N(CCO)CCO)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,535.59,0.539,4,11,4.728158393,18700,0,non-approve
44,CHEMBL272593,COC[C@H]1OC(=O)/C(=C/N(C)CCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,547.601,2.049,3,10,4.899629455,12600,0,non-approve
45,CHEMBL272281,COC[C@H]1OC(=O)/C(=C/N(C)CC(=O)OC(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,575.655,2.5259,2,11,4.8569852,13900,0,non-approve
46,CHEMBL271413,COC[C@H]1OC(=O)/C(=C/N(C)C2CCN(C)C2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,544.645,1.8883,2,10,5.91721463,1210,0,non-approve
47,CHEMBL405258,COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCN(c3ccc(OC)cc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,693.838,3.4051,2,12,5.869666232,1350,0,non-approve
48,CHEMBL407215,COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,588.698,1.9065,2,11,5.640164518,2290,0,non-approve
49,CHEMBL407214,COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,601.741,1.8217,2,11,5.632644079,2330,0,non-approve
50,CHEMBL272595,COC[C@H]1OC(=O)/C(=C/N(CCCN(C)C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,617.784,2.4578,2,11,5.448550002,3560,0,non-approve
51,CHEMBL429577,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCN(CC)CC,intermediate,574.715,2.9161,2,10,5.829738285,1480,0,non-approve
52,CHEMBL409671,CCN(CC)CCN(C)/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12,active,560.688,2.526,2,10,6.115204636,767,0,non-approve
53,CHEMBL272897,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCCN(C)C,intermediate,560.688,2.526,2,10,5.447331784,3570,0,non-approve
54,CHEMBL272898,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCN(C)C,active,546.661,2.1359,2,10,6.056505484,878,0,non-approve
55,CHEMBL409427,COC[C@H]1OC(=O)/C(=C/N(C)CCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,532.634,1.7458,2,10,5.832682665,1470,0,non-approve
56,CHEMBL271257,COC[C@H]1OC(=O)/C(=C/N(CCN(C)C)Cc2ccccc2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,608.732,3.3162,2,10,5.251811973,5600,0,non-approve
57,CHEMBL272816,COC[C@H]1OC(=O)/C(=C/N(CCCN(C)C)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,active,588.742,3.3046,2,10,6.088309841,816,0,non-approve
58,CHEMBL410644,COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,504.624,1.5651,3,9,4.698970004,20000,0,non-approve
59,CHEMBL409294,COC[C@H]1OC(=O)/C(=C/NCCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,532.634,1.7937,3,10,4.698970004,20000,0,non-approve
60,CHEMBL410643,COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,546.661,2.1359,2,10,5.534617149,2920,0,non-approve
61,CHEMBL411907,C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,intermediate,525.598,3.1346,1,9,5.508638306,3100,2,non-approve
62,CHEMBL273832,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O,active,430.453,2.3282,1,8,6.714442691,193,0,non-approve
63,CHEMBL428873,COC[C@H]1OC(=O)/C(=C/N2CCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,501.576,2.3482,2,9,4.698970004,20000,0,non-approve
64,CHEMBL409251,CCCCN(C)/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12,intermediate,517.619,2.9843,2,9,5.060480747,8700,0,non-approve
65,CHEMBL272190,COC[C@H]1OC(=O)/C(=C/NC(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,503.592,2.6405,3,9,4.698970004,20000,0,non-approve
66,CHEMBL270746,COC[C@H]1OC(=O)/C(=C/N(C)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,intermediate,517.619,2.9827,2,9,5.187086643,6500,0,non-approve
67,CHEMBL271190,COC[C@H]1OC(=O)/C(=C/N(CCO)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,inactive,547.645,2.3452,3,10,4.543633967,28600,0,non-approve
68,CHEMBL271191,CCN/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12,inactive,475.538,1.8619,3,9,4.698970004,20000,0,non-approve
69,CHEMBL406655,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CC,inactive,461.555,2.0234,3,8,4.698970004,20000,0,non-approve
70,CHEMBL478980,O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1O,inactive,283.327,2.4598,1,4,4,100000,0,non-approve
71,CHEMBL525042,CO[C@H]1[C@@H](O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](c2c[nH]c3c(C)cccc23)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)C[C@H](O)[C@H](C)/C=C(\C)[C@H]1O,active,1017.355,8.32272,6,12,8,10,0,non-approve
72,CHEMBL503885,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](c3cccc4c(C)c[nH]c34)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)CC[C@H]1O,active,1013.323,8.73912,4,12,8.301029996,5,0,non-approve
73,CHEMBL504547,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1,inactive,486.265,3.6575,3,5,4.744727495,18000,0,non-approve
74,CHEMBL489058,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,inactive,558.155,6.42898,1,8,4.522878745,30000,0,non-approve
75,CHEMBL469202,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,inactive,406.511,4.10852,1,6,4.823908741,15000,0,non-approve
76,CHEMBL550286,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1,active,471.565,3.2676,1,9,8.017728767,9.6,0,non-approve
77,CHEMBL561844,CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,active,512.618,3.5204,1,9,8.15490196,7,0,non-approve
78,CHEMBL557895,CC(=O)Nc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,intermediate,511.63,4.1254,1,8,5.610833916,2450,0,non-approve
79,CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,active,528.617,3.7403,1,10,8.337242168,4.6,0,non-approve
80,CHEMBL562165,CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,active,541.656,4.7354,1,9,7.337242168,46,0,non-approve
81,CHEMBL552532,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1)OCCO,active,558.643,3.1028,2,11,8.823908741,1.5,0,non-approve
82,CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,active,527.633,3.3133,2,9,9.420216403,0.38,0,non-approve
83,CHEMBL551442,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)cc1,active,436.52,2.0057,3,8,8.853871964,1.4,0,non-approve
84,CHEMBL550972,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,active,526.645,3.9183,2,8,9.283996656,0.52,0,non-approve
85,CHEMBL564099,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C)CC4)c3n2)cc1,active,450.547,2.3479,2,8,7.657577319,22,0,non-approve
86,CHEMBL562365,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(C)=O)CC4)c3n2)cc1,active,478.557,2.2646,2,8,8.677780705,2.1,0,non-approve
87,CHEMBL558288,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)NC)CC4)c3n2)cc1,active,493.572,2.0575,3,8,8.698970004,2,0,non-approve
88,CHEMBL562439,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)N(C)C)CC4)c3n2)cc1,active,507.599,2.3997,2,8,8.958607315,1.1,0,non-approve
89,CHEMBL563985,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,active,494.556,2.4845,2,9,9.337242168,0.46,0,non-approve
90,CHEMBL540695,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)c5cccnc5)CC4)c3n2)cc1,active,604.675,4.2412,2,10,9.080921908,0.83,0,non-approve
91,CHEMBL561708,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,active,495.54,2.9115,1,10,8.366531544,4.3,0,non-approve
92,CHEMBL564404,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)OCCO)cc4)nc32)CC1,active,525.566,2.274,2,11,9,1,0,non-approve
93,CHEMBL558486,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,active,508.583,2.8746,2,9,9.494850022,0.32,0,non-approve
94,CHEMBL561907,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,active,526.573,2.8242,2,9,9.214670165,0.61,0,non-approve
95,CHEMBL562999,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,active,520.594,3.0171,2,9,9.346787486,0.45,0,non-approve
96,CHEMBL538378,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,active,557.615,3.7722,2,10,9.698970004,0.2,0,non-approve
97,CHEMBL557963,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,active,557.615,3.7722,2,10,9.522878745,0.3,0,non-approve
98,CHEMBL556947,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(N6CCN(C)CC6)cc5)cc4)nc32)CC1,active,654.776,4.129,2,11,9.468521083,0.34,0,non-approve
99,CHEMBL558955,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CO)cc5)cc4)nc32)CC1,active,586.653,3.8695,3,10,10.09691001,0.08,0,non-approve
100,CHEMBL565061,CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,inactive,454.408,4.8441,1,6,5,10000,0,non-approve
101,CHEMBL584362,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)c1,active,380.452,1.96,2,8,6.66756154,215,0,non-approve
102,CHEMBL572956,CC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,active,422.489,2.2189,1,8,7.30980392,49,0,non-approve
103,CHEMBL575710,O=C(c1ccccc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,active,484.56,3.5128,1,8,8.397940009,4,0,non-approve
104,CHEMBL575501,O=C(c1cccnc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,active,485.548,2.9078,1,9,8.22184875,6,0,non-approve
105,CHEMBL574207,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,active,470.577,3.8726,1,8,7.107905397,78,0,non-approve
106,CHEMBL574672,Oc1ccccc1-c1nc(N2CCOCC2)c2cnn(C3CCN(Cc4ccccc4)CC3)c2n1,intermediate,470.577,3.8726,1,8,5.897909474,1265,0,non-approve
107,CHEMBL574193,Oc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,active,470.577,3.8726,1,8,6.769551079,170,0,non-approve
108,CHEMBL575935,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccnc5)nc43)CC2)cc1,active,455.566,3.562,0,8,6.158015195,695,0,non-approve
109,CHEMBL574405,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccncc5)nc43)CC2)cc1,intermediate,455.566,3.562,0,8,5.13667714,7300,0,non-approve
